  0.16666667D-03  0.88455028D-10
  0.33333333D-03 -0.78788698D-10
  0.50000000D-03  0.39807711D-10
  0.66666667D-03 -0.85477819D-10
  0.83333333D-03 -0.49290290D-10
  0.10000000D-02 -0.20436959D-10
  0.11666667D-02 -0.26274850D-10
  0.13333333D-02 -0.98476244D-10
  0.15000000D-02 -0.19623262D-10
  0.16666667D-02  0.46468262D-10
  0.18333333D-02 -0.18803683D-10
  0.20000000D-02 -0.72890585D-10
  0.21666667D-02  0.53965759D-10
  0.23333333D-02 -0.52015965D-10
  0.25000000D-02 -0.89563671D-10
  0.26666667D-02 -0.77124742D-11
  0.28333333D-02 -0.89090018D-10
  0.30000000D-02  0.94567979D-10
  0.31666667D-02 -0.59715136D-10
  0.33333333D-02 -0.28159377D-10
  0.35000000D-02  0.57319983D-10
  0.36666667D-02 -0.42035362D-10
  0.38333333D-02  0.21703583D-10
  0.40000000D-02 -0.13995448D-10
  0.41666667D-02  0.40341026D-10
  0.43333333D-02  0.72547742D-10
  0.45000000D-02  0.79995809D-11
  0.46666667D-02 -0.47802948D-10
  0.48333333D-02 -0.88425335D-10
  0.50000000D-02  0.81468438D-10
  0.51666667D-02 -0.36559364D-10
  0.53333333D-02 -0.31318090D-10
  0.55000000D-02 -0.37127971D-10
  0.56666667D-02 -0.93148419D-10
  0.58333333D-02  0.27117959D-10
  0.60000000D-02 -0.63739084D-10
  0.61666667D-02  0.30337174D-10
  0.63333333D-02  0.93388469D-10
  0.65000000D-02  0.56432900D-10
  0.66666667D-02  0.77581459D-10
  0.68333333D-02 -0.40581352D-10
  0.70000000D-02 -0.29275305D-10
  0.71666667D-02 -0.86169112D-10
  0.73333333D-02  0.15974092D-10
  0.75000000D-02 -0.28611463D-10
  0.76666667D-02  0.35257730D-10
  0.78333333D-02  0.48225344D-10
  0.80000000D-02 -0.15799026D-10
  0.81666667D-02 -0.85886208D-10
  0.83333333D-02 -0.17098832D-11
  0.85000000D-02  0.17359346D-11
  0.86666667D-02 -0.11363887D-10
  0.88333333D-02 -0.82591646D-10
  0.90000000D-02  0.10738140D-10
  0.91666667D-02 -0.39206050D-10
  0.93333333D-02  0.14258614D-11
  0.95000000D-02 -0.60626028D-10
  0.96666667D-02 -0.94528763D-10
  0.98333333D-02 -0.89173488D-10
  0.10000000D-01  0.69783973D-10
  0.10166667D-01 -0.81465075D-10
  0.10333333D-01  0.43293864D-10
  0.10500000D-01 -0.16563145D-10
  0.10666667D-01  0.57747980D-10
  0.10833333D-01  0.10562796D-10
  0.11000000D-01 -0.14765168D-10
  0.11166667D-01 -0.13147018D-10
  0.11333333D-01 -0.60997164D-10
  0.11500000D-01  0.55222298D-10
  0.11666667D-01 -0.80860054D-10
  0.11833333D-01 -0.27198067D-10
  0.12000000D-01  0.61420960D-10
  0.12166667D-01  0.39269355D-10
  0.12333333D-01  0.48103779D-10
  0.12500000D-01  0.78504956D-10
  0.12666667D-01  0.33169288D-10
  0.12833333D-01 -0.56557263D-10
  0.13000000D-01  0.66364485D-10
  0.13166667D-01  0.26002312D-10
  0.13333333D-01 -0.39297643D-10
  0.13500000D-01  0.52714822D-10
  0.13666667D-01 -0.69915899D-10
  0.13833333D-01 -0.87225097D-10
  0.14000000D-01  0.22341656D-10
  0.14166667D-01 -0.65087777D-10
  0.14333333D-01 -0.60983158D-10
  0.14500000D-01 -0.62267707D-10
  0.14666667D-01 -0.85050383D-10
  0.14833333D-01 -0.93659045D-10
  0.15000000D-01 -0.52730226D-10
  0.15166667D-01 -0.44260495D-10
  0.15333333D-01  0.67371601D-11
  0.15500000D-01 -0.15645250D-10
  0.15666667D-01 -0.82261685D-10
  0.15833333D-01 -0.29147858D-10
  0.16000000D-01  0.71875216D-10
  0.16166667D-01  0.62125697D-10
  0.16333333D-01  0.65882989D-10
  0.16500000D-01 -0.76192710D-10
  0.16666667D-01  0.74252724D-10
  0.16833333D-01  0.52968315D-10
  0.17000000D-01  0.53219287D-10
  0.17166667D-01  0.63332938D-10
  0.17333333D-01  0.63022025D-10
  0.17500000D-01  0.87081967D-10
  0.17666667D-01  0.33331187D-10
  0.17833333D-01  0.91069222D-10
  0.18000000D-01 -0.52571688D-10
  0.18166667D-01 -0.94164070D-10
  0.18333333D-01  0.92458529D-10
  0.18500000D-01  0.95031828D-10
  0.18666667D-01  0.11488254D-10
  0.18833333D-01 -0.42654388D-10
  0.19000000D-01  0.20138372D-10
  0.19166667D-01 -0.57180771D-10
  0.19333333D-01  0.30794021D-10
  0.19500000D-01  0.44018768D-10
  0.19666667D-01  0.27371452D-10
  0.19833333D-01 -0.65113546D-10
  0.20000000D-01 -0.95663177D-10
  0.20166667D-01  0.44450835D-11
  0.20333333D-01 -0.73711004D-10
  0.20500000D-01  0.30721755D-10
  0.20666667D-01 -0.97093230D-11
  0.20833333D-01  0.53032178D-10
  0.21000000D-01  0.24891427D-10
  0.21166667D-01  0.45720389D-10
  0.21333333D-01 -0.34666153D-10
  0.21500000D-01 -0.22009024D-11
  0.21666667D-01  0.17624454D-10
  0.21833333D-01 -0.50391933D-10
  0.22000000D-01  0.61609749D-10
  0.22166667D-01  0.60972236D-10
  0.22333333D-01 -0.10552151D-10
  0.22500000D-01  0.68959072D-10
  0.22666667D-01  0.37145900D-10
  0.22833333D-01 -0.59399741D-10
  0.23000000D-01  0.14387312D-10
  0.23166667D-01 -0.83878007D-11
  0.23333333D-01 -0.62318126D-10
  0.23500000D-01  0.55055637D-10
  0.23666667D-01  0.77504711D-10
  0.23833333D-01  0.31962608D-10
  0.24000000D-01  0.71576347D-10
  0.24166667D-01 -0.49575715D-10
  0.24333333D-01 -0.61814502D-10
  0.24500000D-01 -0.26714742D-11
  0.24666667D-01 -0.69822065D-10
  0.24833333D-01 -0.47548335D-10
  0.25000000D-01  0.65895593D-10
  0.25166667D-01  0.67360397D-11
  0.25333333D-01 -0.42522180D-10
  0.25500000D-01  0.88105180D-10
  0.25666667D-01  0.97448831D-10
  0.25833333D-01 -0.28400957D-11
  0.26000000D-01  0.35387698D-10
  0.26166667D-01 -0.74855782D-10
  0.26333333D-01 -0.30745561D-10
  0.26500000D-01  0.88014427D-10
  0.26666667D-01 -0.70697664D-10
  0.26833333D-01 -0.57458912D-10
  0.27000000D-01  0.78419525D-10
  0.27166667D-01  0.94056512D-10
  0.27333333D-01  0.64666505D-10
  0.27500000D-01 -0.87614571D-11
  0.27666667D-01 -0.40010783D-10
  0.27833333D-01  0.23457863D-10
  0.28000000D-01  0.64287246D-10
  0.28166667D-01  0.87533492D-10
  0.28333333D-01 -0.63056755D-10
  0.28500000D-01 -0.38525401D-10
  0.28666667D-01 -0.19732221D-10
  0.28833333D-01 -0.32986099D-10
  0.29000000D-01  0.86470504D-10
  0.29166667D-01  0.85794057D-10
  0.29333333D-01 -0.22162669D-10
  0.29500000D-01 -0.75915689D-10
  0.29666667D-01 -0.48669155D-11
  0.29833333D-01 -0.96860746D-11
  0.30000000D-01  0.64577667D-12
  0.30166667D-01 -0.90533385D-10
  0.30333333D-01 -0.57997549D-10
  0.30500000D-01  0.79131265D-10
  0.30666667D-01 -0.44910052D-10
  0.30833333D-01 -0.25887188D-10
  0.31000000D-01 -0.30030741D-10
  0.31166667D-01 -0.80223101D-10
  0.31333333D-01  0.80786949D-10
  0.31500000D-01 -0.29226567D-10
  0.31666667D-01 -0.57517173D-10
  0.31833333D-01  0.93938029D-10
  0.32000000D-01  0.73382446D-10
