  0.16666667D-03 -0.62953118D-10
  0.33333333D-03 -0.39965687D-10
  0.50000000D-03  0.45299956D-10
  0.66666667D-03 -0.60212168D-11
  0.83333333D-03 -0.63112216D-10
  0.10000000D-02  0.84575612D-10
  0.11666667D-02 -0.21370391D-11
  0.13333333D-02  0.81383802D-12
  0.15000000D-02  0.45367180D-10
  0.16666667D-02  0.49520536D-10
  0.18333333D-02  0.11726901D-10
  0.20000000D-02  0.53682296D-10
  0.21666667D-02  0.40565816D-11
  0.23333333D-02 -0.68334162D-10
  0.25000000D-02  0.13956235D-10
  0.26666667D-02  0.29603026D-10
  0.28333333D-02  0.70234246D-11
  0.30000000D-02  0.61072513D-10
  0.31666667D-02 -0.86450334D-10
  0.33333333D-02 -0.56035433D-10
  0.35000000D-02 -0.95188684D-10
  0.36666667D-02  0.39308849D-10
  0.38333333D-02 -0.76463289D-10
  0.40000000D-02 -0.44627428D-10
  0.41666667D-02 -0.80404047D-10
  0.43333333D-02  0.21728941D-11
  0.45000000D-02 -0.83096950D-10
  0.46666667D-02 -0.69022653D-10
  0.48333333D-02  0.90504816D-10
  0.50000000D-02  0.17908758D-10
  0.51666667D-02  0.55635448D-10
  0.53333333D-02  0.59005639D-10
  0.55000000D-02 -0.86217849D-10
  0.56666667D-02  0.43660946D-11
  0.58333333D-02  0.50818810D-10
  0.60000000D-02  0.42477086D-10
  0.61666667D-02 -0.63323413D-10
  0.63333333D-02 -0.72680228D-10
  0.65000000D-02 -0.38248100D-10
  0.66666667D-02  0.65626564D-11
  0.68333333D-02  0.42084942D-10
  0.70000000D-02 -0.96707118D-10
  0.71666667D-02  0.51510103D-10
  0.73333333D-02  0.96653340D-10
  0.75000000D-02  0.69889291D-10
  0.76666667D-02 -0.27151570D-10
  0.78333333D-02  0.21669971D-10
  0.80000000D-02 -0.38789818D-10
  0.81666667D-02  0.98366446D-10
  0.83333333D-02  0.86588146D-10
  0.85000000D-02 -0.41614649D-10
  0.86666667D-02  0.85042542D-10
  0.88333333D-02  0.43437276D-10
  0.90000000D-02  0.31830119D-10
  0.91666667D-02  0.89989708D-10
  0.93333333D-02 -0.82992472D-10
  0.95000000D-02 -0.80984551D-11
  0.96666667D-02 -0.26192500D-10
  0.98333333D-02  0.78466302D-10
  0.10000000D-01  0.82428068D-10
  0.10166667D-01  0.15704073D-10
  0.10333333D-01  0.71064600D-10
  0.10500000D-01  0.80670146D-10
  0.10666667D-01  0.53225449D-10
  0.10833333D-01  0.89466757D-10
  0.11000000D-01  0.52024931D-10
  0.11166667D-01 -0.36691012D-10
  0.11333333D-01  0.99582369D-10
  0.11500000D-01 -0.89260880D-10
  0.11666667D-01 -0.96036273D-10
  0.11833333D-01  0.13697141D-10
  0.12000000D-01 -0.72183738D-11
  0.12166667D-01  0.30293758D-10
  0.12333333D-01  0.19193587D-10
  0.12500000D-01 -0.99938658D-10
  0.12666667D-01  0.42482127D-10
  0.12833333D-01  0.24481917D-10
  0.13000000D-01  0.81791264D-11
  0.13166667D-01 -0.24079128D-10
  0.13333333D-01  0.18592207D-10
  0.13500000D-01 -0.54776373D-10
  0.13666667D-01  0.72278003D-10
  0.13833333D-01 -0.92336403D-10
  0.14000000D-01  0.17267044D-10
  0.14166667D-01  0.45873605D-10
  0.14333333D-01  0.19762755D-10
  0.14500000D-01  0.45068872D-10
  0.14666667D-01 -0.78041385D-10
  0.14833333D-01 -0.95831518D-10
  0.15000000D-01 -0.24611174D-11
  0.15166667D-01  0.41359478D-10
  0.15333333D-01 -0.54474983D-10
  0.15500000D-01 -0.28221560D-10
  0.15666667D-01 -0.83519064D-10
  0.15833333D-01 -0.16248870D-10
  0.16000000D-01  0.96228425D-10
  0.16166667D-01  0.81964499D-10
  0.16333333D-01 -0.60782045D-10
  0.16500000D-01 -0.57715206D-10
  0.16666667D-01  0.74674558D-10
  0.16833333D-01  0.83561362D-10
  0.17000000D-01  0.19244846D-10
  0.17166667D-01  0.25377684D-10
  0.17333333D-01  0.17464516D-10
  0.17500000D-01 -0.61575015D-10
  0.17666667D-01 -0.70562935D-10
  0.17833333D-01 -0.38518250D-11
  0.18000000D-01  0.40561746D-10
  0.18166667D-01  0.71899865D-10
  0.18333333D-01  0.61683136D-10
  0.18500000D-01 -0.85296593D-10
  0.18666667D-01  0.68203076D-10
  0.18833333D-01  0.62557055D-10
  0.19000000D-01 -0.51609257D-10
  0.19166667D-01  0.68733309D-10
  0.19333333D-01 -0.99128322D-10
  0.19500000D-01 -0.46705507D-10
  0.19666667D-01  0.96980500D-10
  0.19833333D-01 -0.51737824D-10
  0.20000000D-01  0.36392293D-11
  0.20166667D-01  0.75565563D-10
  0.20333333D-01  0.62014217D-10
  0.20500000D-01 -0.46683230D-11
  0.20666667D-01 -0.13200237D-10
  0.20833333D-01 -0.84476454D-10
  0.21000000D-01 -0.12087803D-11
  0.21166667D-01  0.56456708D-10
  0.21333333D-01 -0.14604950D-10
  0.21500000D-01  0.35231401D-10
  0.21666667D-01 -0.85855117D-10
  0.21833333D-01 -0.43284898D-10
  0.22000000D-01 -0.46524281D-10
  0.22166667D-01  0.91276498D-10
  0.22333333D-01  0.88693675D-10
  0.22500000D-01 -0.20120163D-10
  0.22666667D-01 -0.91820454D-10
  0.22833333D-01 -0.12051538D-10
  0.23000000D-01 -0.16583872D-10
  0.23166667D-01 -0.94232695D-10
  0.23333333D-01 -0.81233842D-11
  0.23500000D-01 -0.17747977D-10
  0.23666667D-01 -0.79947481D-10
  0.23833333D-01 -0.36857244D-11
  0.24000000D-01 -0.86549771D-10
  0.24166667D-01 -0.65994468D-10
  0.24333333D-01  0.62308839D-12
  0.24500000D-01  0.92314705D-11
  0.24666667D-01 -0.92436399D-10
  0.24833333D-01  0.25957776D-10
  0.25000000D-01 -0.28517068D-10
  0.25166667D-01  0.20391584D-10
  0.25333333D-01 -0.61789144D-11
  0.25500000D-01 -0.59645950D-10
  0.25666667D-01 -0.54025699D-10
  0.25833333D-01  0.81857780D-10
  0.26000000D-01  0.10502014D-10
  0.26166667D-01 -0.98820489D-10
  0.26333333D-01  0.95358988D-10
  0.26500000D-01  0.41595324D-10
  0.26666667D-01 -0.32970694D-10
  0.26833333D-01 -0.56048597D-10
  0.27000000D-01  0.40499564D-10
  0.27166667D-01 -0.27955743D-10
  0.27333333D-01 -0.41359196D-10
  0.27500000D-01 -0.65982275D-11
  0.27666667D-01 -0.70955639D-10
  0.27833333D-01 -0.43910367D-10
  0.28000000D-01 -0.66257484D-10
  0.28166667D-01  0.16468621D-11
  0.28333333D-01 -0.28328839D-10
  0.28500000D-01  0.39490635D-10
  0.28666667D-01 -0.34676516D-10
  0.28833333D-01 -0.96044676D-10
  0.29000000D-01  0.97976263D-10
  0.29166667D-01  0.60571410D-10
  0.29333333D-01 -0.24606281D-10
  0.29500000D-01  0.34206787D-10
  0.29666667D-01  0.89265644D-10
  0.29833333D-01 -0.79728161D-10
  0.30000000D-01  0.58600331D-10
  0.30166667D-01 -0.93651763D-10
  0.30333333D-01 -0.64661181D-10
  0.30500000D-01 -0.39297363D-10
  0.30666667D-01 -0.67023283D-10
  0.30833333D-01 -0.86988691D-10
  0.31000000D-01  0.13931026D-10
  0.31166667D-01 -0.31610517D-10
  0.31333333D-01  0.57364520D-10
  0.31500000D-01  0.73660868D-10
  0.31666667D-01  0.52269740D-10
  0.31833333D-01  0.41432864D-10
  0.32000000D-01  0.18659432D-10
  0.32166667D-01  0.78916706D-10
  0.32333333D-01 -0.40134589D-10
  0.32500000D-01 -0.44357130D-10
  0.32666667D-01  0.64418894D-10
  0.32833333D-01  0.83868074D-10
  0.33000000D-01  0.26313786D-10
  0.33166667D-01 -0.41097860D-10
  0.33333333D-01  0.35536992D-10
  0.33500000D-01 -0.18194180D-10
  0.33666667D-01  0.13407235D-10
  0.33833333D-01  0.24784856D-11
